review_rank,review_priority,review_reasons,audit_label,scope,lines_year,precinct_key,county_norm,prec_id,split_count,district_weights,dominant_district,dominant_area_weight,total_area_weight,normalized_non_dominant_share,unallocated_area_weight,cvap_total,non_dominant_cvap_exposure,unallocated_cvap_exposure,has_precinct_cvap,max_non_dominant_vote_exposure,top_vote_exposure_contest,max_2024_total_votes,max_2024_non_dominant_vote_exposure,top_2024_vote_exposure_contest,closest_2024_abs_margin_pct,closest_2024_margin_contest,max_2024_margin_sensitivity,top_2024_margin_sensitivity_contest,contests_reviewed
1227,low,review_if_needed,state_senate_2022,state_senate,2022,DAVIDSON - 001867,DAVIDSON,001867,2,17:0.999611;20:0.000389,17,0.99961075,1.0,0.00038925,0.0,4405.0,1.7146,0.0,True,0.8221,president_2020,901.0,0.3507,president_2024,40.1806,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1228,low,review_if_needed,state_senate_2022,state_senate,2022,SEVIER - 007953,SEVIER,007953,2,9:0.999536;8:0.000464,9,0.99953562,1.0,0.00046438,0.0,3685.0,1.7112,0.0,True,0.9343,president_2020,556.0,0.2582,president_2024,61.2431,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1229,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004814,KNOX,004814,3,19:0.999531;17:0.000339;10:0.000130,19,0.99953139,1.0,0.00046861,0.0,3646.0,1.7086,0.0,True,1.4846,us_senate_2024,3168.0,1.4846,us_senate_2024,19.5391,us_senate_2024,0.5177,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1230,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004814,KNOX,004814,2,6:0.999531;8:0.000469,6,0.99953139,1.0,0.00046861,0.0,3646.0,1.7086,0.0,True,1.4846,us_senate_2024,3168.0,1.4846,us_senate_2024,19.5391,us_senate_2024,0.5177,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1231,low,review_if_needed,congressional_2026,congressional,2026,JEFFERSON - 004602,JEFFERSON,004602,2,1:0.999620;2:0.000380,1,0.99962035,1.0,0.00037965,0.0,4499.0,1.7081,0.0,True,0.8007,president_2024,2109.0,0.8007,president_2024,49.8791,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1232,low,review_if_needed,congressional_2022,congressional,2022,KNOX - 004822,KNOX,004822,2,2:0.999196;1:0.000804,2,0.99919615,1.0,0.00080385,0.0,2117.0,1.7017,0.0,True,4.9035,president_2024,6100.0,4.9035,president_2024,30.6872,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1233,low,review_if_needed,state_house_2022,state_house,2022,KNOX - 004822,KNOX,004822,2,19:0.999196;12:0.000804,19,0.99919615,1.0,0.00080385,0.0,2117.0,1.7017,0.0,True,4.9035,president_2024,6100.0,4.9035,president_2024,30.6872,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1234,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004822,KNOX,004822,2,6:0.999196;8:0.000804,6,0.99919615,1.0,0.00080385,0.0,2117.0,1.7017,0.0,True,4.9035,president_2024,6100.0,4.9035,president_2024,30.6872,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1235,low,review_if_needed,state_house_2022,state_house,2022,CLAIBORNE - 001204,CLAIBORNE,001204,2,9:0.999513;36:0.000466,9,0.99951291,0.99997914,0.00046624,2.086e-05,3638.0,1.6962,0.0759,True,0.7772,president_2020,663.0,0.3091,president_2024,73.5202,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1236,low,review_if_needed,congressional_2026,congressional,2026,WILLIAMSON - 009717,WILLIAMSON,009717,2,9:0.999678;4:0.000322,9,0.99967837,1.0,0.00032163,0.0,5256.0,1.6905,0.0,True,1.2293,us_senate_2024,3822.0,1.2293,us_senate_2024,22.0099,president_2024,0.3273,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1237,low,review_if_needed,congressional_2022,congressional,2022,SHELBY - 008081,SHELBY,008081,2,8:0.999202;9:0.000798,8,0.99920196,1.0,0.00079804,0.0,2118.0,1.6903,0.0,True,1.2346,president_2020,1241.0,0.9904,president_2024,50.4432,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1238,low,multiway_split,state_house_2022,state_house,2022,ANDERSON - 000026,ANDERSON,000026,3,33:0.999184;89:0.000806;32:0.000010,33,0.99918356,1.0,0.00081644,0.0,2069.0,1.6892,0.0,True,1.3218,president_2020,1123.0,0.9169,president_2024,59.7096,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1239,low,multiway_split,state_senate_2022,state_senate,2022,KNOX - 004810,KNOX,004810,4,6:0.998126;5:0.001192;7:0.000576;8:0.000106,6,0.99812606,1.0,0.00187394,0.0,900.0,1.6865,0.0,True,0.9726,president_2024,519.0,0.9726,president_2024,67.1815,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1240,low,review_if_needed,congressional_2022,congressional,2022,WILLIAMSON - 009706,WILLIAMSON,009706,2,5:0.999654;7:0.000346,5,0.99965384,1.0,0.00034616,0.0,4847.0,1.6778,0.0,True,1.4999,president_2020,2212.0,0.7657,president_2024,43.4901,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1241,low,close_2024_precinct_margin,congressional_2022,congressional,2022,DAVIDSON - 001958,DAVIDSON,001958,2,7:0.999568;5:0.000432,7,0.99956832,1.0,0.00043168,0.0,3884.0,1.6767,0.0,True,1.2312,president_2020,753.0,0.3251,president_2024,8.5366,us_senate_2024,0.2279,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1242,low,review_if_needed,congressional_2022,congressional,2022,ANDERSON - 000001,ANDERSON,000001,2,3:0.999320;2:0.000680,3,0.99931964,1.0,0.00068036,0.0,2461.0,1.6744,0.0,True,1.3811,president_2024,2030.0,1.3811,president_2024,67.8034,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1243,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003386,HAMILTON,003386,2,26:0.999505;28:0.000495,26,0.99950451,1.0,0.00049549,0.0,3375.0,1.6723,0.0,True,1.3735,president_2024,2772.0,1.3735,president_2024,21.1658,us_senate_2024,0.4005,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1244,low,multiway_split,state_house_2022,state_house,2022,WHITE - 009604,WHITE,009604,3,43:0.999587;42:0.000373;40:0.000039,43,0.99958727,1.0,0.00041273,0.0,4048.0,1.6707,0.0,True,0.9035,president_2020,1846.0,0.7619,president_2024,70.2479,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1245,low,close_2024_precinct_margin;multiway_split,state_house_2022,state_house,2022,ANDERSON - 000010,ANDERSON,000010,5,41:0.998890;19:0.000698;16:0.000182;33:0.000163;36:0.000067,41,0.99888954,1.0,0.00111046,0.0,1504.0,1.6701,0.0,True,2.2298,president_2024,2008.0,2.2298,president_2024,4.4701,us_senate_2024,1.8815,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1246,low,review_if_needed,congressional_2022,congressional,2022,ANDERSON - 000026,ANDERSON,000026,2,3:0.999194;2:0.000806,3,0.99919361,1.0,0.00080639,0.0,2069.0,1.6684,0.0,True,1.3055,president_2020,1123.0,0.9056,president_2024,59.7096,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1247,low,multiway_split,state_house_2022,state_house,2022,HAMILTON - 003355,HAMILTON,003355,3,30:0.999597;29:0.000349;22:0.000032,30,0.99959688,0.99997791,0.00038104,2.209e-05,4376.0,1.6674,0.0967,True,1.4442,president_2024,3790.0,1.4442,president_2024,48.7335,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1248,low,multiway_split,state_house_2022,state_house,2022,SHELBY - 008099,SHELBY,008099,3,86:0.998987;88:0.000544;99:0.000469,86,0.99898735,1.0,0.00101265,0.0,1641.0,1.6618,0.0,True,1.5949,president_2024,1575.0,1.5949,president_2024,34.0317,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1249,low,multiway_split,congressional_2026,congressional,2026,CAMPBELL - 000615,CAMPBELL,000615,3,2:0.998776;6:0.000862;3:0.000362,2,0.99877609,1.0,0.00122391,0.0,1355.0,1.6584,0.0,True,1.2643,president_2024,1033.0,1.2643,president_2024,63.0586,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1250,low,multiway_split,state_house_2022,state_house,2022,GREENE - 003054,GREENE,003054,3,5:0.999411;11:0.000436;9:0.000154,5,0.99941069,1.0,0.00058931,0.0,2800.0,1.6501,0.0,True,0.7855,president_2024,1333.0,0.7855,president_2024,76.1868,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1251,low,review_if_needed,state_house_2022,state_house,2022,BLOUNT - 000424,BLOUNT,000424,2,8:0.999422;20:0.000578,8,0.9994219,1.0,0.0005781,0.0,2854.0,1.6499,0.0,True,1.5967,president_2024,2762.0,1.5967,president_2024,53.348,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1252,low,multiway_split,state_house_2022,state_house,2022,HAYWOOD - 003906,HAYWOOD,003906,3,81:0.998658;80:0.001021;82:0.000321,81,0.99865798,1.0,0.00134202,0.0,1229.0,1.6493,0.0,True,1.0508,president_2020,777.0,1.0428,president_2024,40.4118,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1253,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008265,SHELBY,008265,2,33:0.999647;31:0.000353,33,0.99964705,1.0,0.00035295,0.0,4649.0,1.6409,0.0,True,0.9745,president_2020,2201.0,0.7768,president_2024,76.3671,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1254,low,review_if_needed,state_house_2022,state_house,2022,WASHINGTON - 009331,WASHINGTON,009331,2,7:0.999461;6:0.000539,7,0.9994609,1.0,0.0005391,0.0,3039.0,1.6383,0.0,True,1.3397,president_2024,2485.0,1.3397,president_2024,15.2918,president_2024,0.6568,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1255,low,review_if_needed,state_house_2022,state_house,2022,WASHINGTON - 009325,WASHINGTON,009325,2,7:0.999384;4:0.000616,7,0.99938402,1.0,0.00061598,0.0,2649.0,1.6317,0.0,True,2.1227,president_2020,1659.0,1.0219,president_2024,46.0518,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1256,low,review_if_needed,congressional_2022,congressional,2022,HAMBLEN - 003265,HAMBLEN,003265,2,1:0.999558;2:0.000442,1,0.99955824,1.0,0.00044176,0.0,3675.0,1.6235,0.0,True,1.0068,president_2024,2279.0,1.0068,president_2024,61.6822,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1257,low,review_if_needed,state_senate_2022,state_senate,2022,HAMBLEN - 003265,HAMBLEN,003265,2,9:0.999558;8:0.000442,9,0.99955824,1.0,0.00044176,0.0,3675.0,1.6235,0.0,True,1.0068,president_2024,2279.0,1.0068,president_2024,61.6822,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1258,low,review_if_needed,state_senate_2022,state_senate,2022,BLOUNT - 000406,BLOUNT,000406,2,2:0.999533;6:0.000467,2,0.99953261,1.0,0.00046739,0.0,3467.0,1.6204,0.0,True,0.8633,president_2020,1365.0,0.638,president_2024,36.2957,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1259,low,multiway_split,state_house_2022,state_house,2022,WILLIAMSON - 009724,WILLIAMSON,009724,3,61:0.999636;63:0.000354;59:0.000010,61,0.99963566,1.0,0.00036434,0.0,4436.0,1.6162,0.0,True,1.4468,president_2020,3370.0,1.2278,us_senate_2024,17.6331,president_2024,0.5051,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1260,low,review_if_needed,congressional_2026,congressional,2026,COFFEE - 001521,COFFEE,001521,2,4:0.999208;9:0.000792,4,0.99920804,1.0,0.00079196,0.0,2032.0,1.6093,0.0,True,0.9694,president_2020,1096.0,0.868,president_2024,36.5581,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1261,low,review_if_needed,congressional_2022,congressional,2022,CAMPBELL - 000615,CAMPBELL,000615,2,2:0.998813;3:0.001187,2,0.99881263,1.0,0.00118737,0.0,1355.0,1.6089,0.0,True,1.2266,president_2024,1033.0,1.2266,president_2024,63.0586,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1262,low,review_if_needed,state_senate_2022,state_senate,2022,ANDERSON - 000016,ANDERSON,000016,2,5:0.999514;12:0.000486,5,0.99951405,1.0,0.00048595,0.0,3310.0,1.6085,0.0,True,0.9209,president_2024,1895.0,0.9209,president_2024,66.3636,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1263,low,review_if_needed,state_house_2022,state_house,2022,JEFFERSON - 004603,JEFFERSON,004603,2,11:0.999735;17:0.000265,11,0.99973485,1.0,0.00026515,0.0,6046.0,1.6031,0.0,True,1.002,president_2024,3779.0,1.002,president_2024,67.7715,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1264,low,review_if_needed,state_senate_2022,state_senate,2022,TIPTON - 008703,TIPTON,008703,2,32:0.999649;26:0.000351,32,0.99964852,1.0,0.00035148,0.0,4559.0,1.6024,0.0,True,1.1746,president_2024,3342.0,1.1746,president_2024,47.7858,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1265,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001882,DAVIDSON,001882,2,7:0.998342;5:0.001658,7,0.99834202,1.0,0.00165798,0.0,963.0,1.5966,0.0,True,3.1618,president_2024,1907.0,3.1618,president_2024,22.3388,president_2024,0.8074,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1266,low,review_if_needed,congressional_2026,congressional,2026,TROUSDALE - 008802,TROUSDALE,008802,2,7:0.999574;6:0.000426,7,0.99957431,1.0,0.00042569,0.0,3738.0,1.5912,0.0,True,0.1886,president_2020,442.0,0.1882,president_2024,66.5049,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1267,low,close_2024_precinct_margin,congressional_2026,congressional,2026,ANDERSON - 000010,ANDERSON,000010,2,3:0.998945;2:0.001055,3,0.99894464,1.0,0.00105536,0.0,1504.0,1.5873,0.0,True,2.1192,president_2024,2008.0,2.1192,president_2024,4.4701,us_senate_2024,1.7881,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1268,low,review_if_needed,state_senate_2022,state_senate,2022,DAVIDSON - 001939,DAVIDSON,001939,2,21:0.999434;19:0.000566,21,0.99943408,1.0,0.00056592,0.0,2795.0,1.5818,0.0,True,1.2948,president_2024,2288.0,1.2948,president_2024,14.2045,president_2024,0.6817,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1269,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003458,HAMILTON,003458,2,29:0.999492;26:0.000508,29,0.99949239,1.0,0.00050761,0.0,3106.0,1.5766,0.0,True,1.0903,president_2024,2148.0,1.0903,president_2024,41.8529,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1270,low,review_if_needed,state_house_2022,state_house,2022,BRADLEY - 000512,BRADLEY,000512,2,22:0.999705;24:0.000295,22,0.99970516,1.0,0.00029484,0.0,5342.0,1.575,0.0,True,0.9119,president_2024,3093.0,0.9119,president_2024,68.1428,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1271,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003406,HAMILTON,003406,2,28:0.997095;26:0.002905,28,0.99709547,1.0,0.00290453,0.0,542.0,1.5743,0.0,True,1.0398,president_2020,172.0,0.4996,president_2024,12.7907,president_2024,0.2866,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1272,low,close_2024_precinct_margin,state_house_2022,state_house,2022,SHELBY - 008263,SHELBY,008263,2,95:0.999611;96:0.000389,95,0.99961073,1.0,0.00038927,0.0,4031.0,1.5692,0.0,True,0.8685,president_2020,1947.0,0.7579,president_2024,3.2424,us_senate_2024,0.6746,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1273,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001868,DAVIDSON,001868,2,51:0.999595;60:0.000405,51,0.99959525,1.0,0.00040475,0.0,3850.0,1.5583,0.0,True,1.073,president_2020,1118.0,0.4525,president_2024,38.9088,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1274,low,review_if_needed,congressional_2026,congressional,2026,DAVIDSON - 001913,DAVIDSON,001913,2,6:0.999346;7:0.000654,6,0.99934625,1.0,0.00065375,0.0,2378.0,1.5546,0.0,True,1.8841,president_2024,2882.0,1.8841,president_2024,16.9674,president_2024,0.8185,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1275,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003461,HAMILTON,003461,2,27:0.999597;26:0.000403,27,0.9995971,1.0,0.0004029,0.0,3843.0,1.5483,0.0,True,0.9524,president_2024,2364.0,0.9524,president_2024,56.5236,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1276,low,multiway_split,state_house_2022,state_house,2022,PUTNAM - 007254,PUTNAM,007254,3,25:0.998916;42:0.000938;41:0.000147,25,0.99891571,1.0,0.00108429,0.0,1418.0,1.5375,0.0,True,1.6113,president_2020,1227.0,1.3304,president_2024,62.3452,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1277,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008131,SHELBY,008131,2,30:0.999565;32:0.000435,30,0.99956481,1.0,0.00043519,0.0,3531.0,1.5366,0.0,True,0.7063,president_2024,1623.0,0.7063,president_2024,51.2492,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1278,low,review_if_needed,state_house_2022,state_house,2022,BLOUNT - 000427,BLOUNT,000427,2,8:0.999775;20:0.000225,8,0.99977461,1.0,0.00022539,0.0,6797.0,1.532,0.0,True,0.9669,president_2020,2605.0,0.5871,president_2024,54.2979,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1279,low,review_if_needed,congressional_2022,congressional,2022,RUTHERFORD - 007693,RUTHERFORD,007693,2,4:0.999831;5:0.000169,4,0.99983092,1.0,0.00016908,0.0,9056.0,1.5312,0.0,True,1.0532,president_2020,5237.0,0.8855,president_2024,12.7502,us_senate_2024,0.5002,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1280,low,review_if_needed,state_senate_2022,state_senate,2022,RUTHERFORD - 007693,RUTHERFORD,007693,2,13:0.999831;27:0.000169,13,0.99983092,1.0,0.00016908,0.0,9056.0,1.5312,0.0,True,1.0532,president_2020,5237.0,0.8855,president_2024,12.7502,us_senate_2024,0.5002,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1281,low,review_if_needed,state_senate_2022,state_senate,2022,HAMILTON - 003361,HAMILTON,003361,2,11:0.999683;1:0.000317,11,0.999683,1.0,0.000317,0.0,4816.0,1.5267,0.0,True,0.9053,president_2020,2127.0,0.6743,president_2024,68.508,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1282,low,multiway_split,state_house_2022,state_house,2022,FRANKLIN - 002665,FRANKLIN,002665,3,39:0.999428;62:0.000324;47:0.000248,39,0.99942818,1.0,0.00057182,0.0,2654.0,1.5176,0.0,True,0.904,president_2020,1548.0,0.8852,president_2024,61.2403,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1283,low,review_if_needed,state_house_2022,state_house,2022,WASHINGTON - 009318,WASHINGTON,009318,2,6:0.999793;3:0.000207,6,0.99979266,1.0,0.00020734,0.0,7299.0,1.5134,0.0,True,0.9623,president_2020,3450.0,0.7153,president_2024,56.7826,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1284,low,review_if_needed,state_senate_2022,state_senate,2022,WASHINGTON - 009318,WASHINGTON,009318,2,3:0.999793;4:0.000207,3,0.99979266,1.0,0.00020734,0.0,7299.0,1.5134,0.0,True,0.9623,president_2020,3450.0,0.7153,president_2024,56.7826,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1285,low,review_if_needed,state_house_2022,state_house,2022,DICKSON - 002267,DICKSON,002267,2,69:0.999524;78:0.000476,69,0.99952379,1.0,0.00047621,0.0,3159.0,1.5043,0.0,True,0.711,president_2020,1246.0,0.5934,president_2024,29.9918,us_senate_2024,0.0002,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1286,low,review_if_needed,state_house_2022,state_house,2022,BRADLEY - 000511,BRADLEY,000511,2,22:0.999529;24:0.000438,22,0.99952865,0.9999663,0.00043767,3.37e-05,3435.0,1.5034,0.1157,True,1.3725,president_2020,1285.0,0.5624,president_2024,24.513,us_senate_2024,0.0986,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1287,low,review_if_needed,state_house_2022,state_house,2022,RUTHERFORD - 007690,RUTHERFORD,007690,2,48:0.999628;34:0.000372,48,0.99962764,1.0,0.00037236,0.0,4019.0,1.4965,0.0,True,1.0028,president_2020,2158.0,0.8035,president_2024,25.4237,us_senate_2024,0.1206,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1288,low,multiway_split,state_house_2022,state_house,2022,SHELBY - 008054,SHELBY,008054,3,99:0.999530;98:0.000426;88:0.000044,99,0.9995301,1.0,0.0004699,0.0,3171.0,1.49,0.0,True,6.0494,governor_2022,3098.0,1.4557,president_2024,51.3557,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1289,low,review_if_needed,congressional_2026,congressional,2026,RUTHERFORD - 007672,RUTHERFORD,007672,2,9:0.999732;4:0.000268,9,0.99973208,1.0,0.00026792,0.0,5533.0,1.4824,0.0,True,0.8464,president_2020,2744.0,0.7352,president_2024,25.8017,president_2024,0.1029,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1290,low,review_if_needed,congressional_2026,congressional,2026,ANDERSON - 000016,ANDERSON,000016,2,3:0.999553;6:0.000447,3,0.99955266,1.0,0.00044734,0.0,3310.0,1.4807,0.0,True,0.8477,president_2024,1895.0,0.8477,president_2024,66.3636,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1291,low,review_if_needed,state_house_2022,state_house,2022,SULLIVAN - 008519,SULLIVAN,008519,2,2:0.999682;3:0.000318,2,0.99968233,1.0,0.00031767,0.0,4648.0,1.4765,0.0,True,1.0385,president_2020,1625.0,0.5162,president_2024,65.1077,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1292,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001876,DAVIDSON,001876,2,52:0.998049;55:0.001951,52,0.99804944,1.0,0.00195056,0.0,754.0,1.4707,0.0,True,5.4479,president_2024,2793.0,5.4479,president_2024,18.618,president_2024,2.0669,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1293,low,review_if_needed,congressional_2026,congressional,2026,CAMPBELL - 000610,CAMPBELL,000610,2,6:0.999229;2:0.000771,6,0.9992287,1.0,0.0007713,0.0,1896.0,1.4624,0.0,True,0.398,governor_2022,269.0,0.2075,president_2024,66.6667,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1294,low,review_if_needed,state_senate_2022,state_senate,2022,WASHINGTON - 009325,WASHINGTON,009325,2,3:0.999449;9:0.000551,3,0.99944894,1.0,0.00055106,0.0,2649.0,1.4598,0.0,True,1.899,president_2020,1659.0,0.9142,president_2024,46.0518,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1295,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004810,KNOX,004810,4,19:0.998380;41:0.001192;16:0.000322;36:0.000106,19,0.9983804,1.0,0.0016196,0.0,900.0,1.4576,0.0,True,0.8406,president_2024,519.0,0.8406,president_2024,67.1815,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1296,low,review_if_needed,congressional_2026,congressional,2026,WILSON - 009818,WILSON,009818,2,6:0.999738;4:0.000262,6,0.99973791,1.0,0.00026209,0.0,5533.0,1.4501,0.0,True,0.9254,president_2024,3531.0,0.9254,president_2024,40.5793,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1297,low,review_if_needed,state_house_2022,state_house,2022,SUMNER - 008607,SUMNER,008607,2,35:0.999709;46:0.000291,35,0.99970913,1.0,0.00029087,0.0,4955.0,1.4412,0.0,True,1.6664,president_2020,4528.0,1.317,president_2024,56.3818,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1298,low,review_if_needed,state_senate_2022,state_senate,2022,SUMNER - 008607,SUMNER,008607,2,18:0.999709;17:0.000291,18,0.99970913,1.0,0.00029087,0.0,4955.0,1.4412,0.0,True,1.6664,president_2020,4528.0,1.317,president_2024,56.3818,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1299,low,review_if_needed,state_house_2022,state_house,2022,KNOX - 004867,KNOX,004867,2,15:0.999289;90:0.000711,15,0.99928851,1.0,0.00071149,0.0,2016.0,1.4344,0.0,True,0.8509,president_2020,571.0,0.4063,president_2024,67.0753,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1300,low,close_2024_precinct_margin;multiway_split,state_senate_2022,state_senate,2022,ANDERSON - 000010,ANDERSON,000010,4,5:0.999053;6:0.000698;7:0.000182;8:0.000067,5,0.99905277,1.0,0.00094723,0.0,1504.0,1.4246,0.0,True,1.902,president_2024,2008.0,1.902,president_2024,4.4701,us_senate_2024,1.6049,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1301,low,close_2024_precinct_margin,congressional_2022,congressional,2022,ANDERSON - 000010,ANDERSON,000010,2,3:0.999053;2:0.000947,3,0.99905277,1.0,0.00094723,0.0,1504.0,1.4246,0.0,True,1.902,president_2024,2008.0,1.902,president_2024,4.4701,us_senate_2024,1.6049,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
1302,low,multiway_split,state_house_2022,state_house,2022,RHEA - 007360,RHEA,007360,3,31:0.999569;22:0.000379;26:0.000052,31,0.99956875,1.0,0.00043125,0.0,3290.0,1.4188,0.0,True,0.7991,president_2024,1853.0,0.7991,president_2024,63.7514,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
